,fdd_var,fdd_desc,cohort
65358,rhpbx57m,Reason for ill health age 16+: other: musculoskeletal/connective tissue (Merged),elsa
65359,rhpbx85m,Reason for ill health age 16+: other: answer not codeable (Merged),elsa
65360,rhpbx86m,Reason for ill health age 16+: other: irrelevant response (Merged),elsa
65361,rhpbd1,Ages when had periods of ill health or disability: 16 to 29 years,elsa
65362,rhpbd2,Ages when had periods of ill health or disability: 30 to 39 years,elsa
65363,rhpbd3,Ages when had periods of ill health or disability: 40 to 49 years,elsa
65364,rhpbd4,Ages when had periods of ill health or disability: 50 to 59 years,elsa
65365,rhpbd5,Ages when had periods of ill health or disability: 60 to 69 years,elsa
65366,rhpbd6,Ages when had periods of ill health or disability: 70 to 79 years,elsa
65367,rhpbd7,Ages when had periods of ill health or disability: 80 to 89 years,elsa
65368,rhpbd8,Ages when had periods of ill health or disability: 90 or over,elsa
65369,rhpbd9,Ages when had periods of ill health or disability: all my life,elsa
65370,rhpbe1,"Lt effects of injury, ill health/disability: limited opportunity for paid work",elsa
65371,rhpbe2,"Lt effects of injury, ill health/disability: had negative effect on family life",elsa
65372,rhpbe3,"Lt effects of injury, ill health/disability: had positive effect on family life",elsa
65373,rhpbe4,"Lt effects of injury, ill health/disability: made my social life more difficult",elsa
65374,rhpbe5,"Lt effects of injury, ill health or disability - limited my leisure activities",elsa
65375,rhpbe6,"Lt effects of injury, ill health/disability- determined to get best out of life",elsa
65376,rhpbe7,"Lt effects of injury, ill health or disability: opened up new opportunities",elsa
65377,rhpbe95,"Lt effects of injury, ill health or disability: other - specify",elsa
65378,rhpbe96,"Lt effects of injury, ill health or disability: none of these",elsa
65379,rhpbe1m,"Lt effects of injury, ill health/disability: limited opp for paid work (Merged)",elsa
65380,rhpbe2m,"Lt effect of injury, ill health/disability: negative effect family life (Merged)",elsa
65381,rhpbe3m,"Lt effect of injury, ill health/disability: positive effect family life (Merged)",elsa
65382,rhpbe4m,"Lt effects of injury, ill health/disability: social life more difficult (Merged)",elsa
65383,rhpbe5m,"Lt effect of injury, ill health or disability: limited leisure activity (Merged)",elsa
65384,rhpbe6m,"Lt effects of injury, ill health/disability: get best out of life (Merged)",elsa
65385,rhpbe7m,"Lt effects of injury, ill health or disability: new opportunities (Merged)",elsa
65386,rhpbe51m,Lt effect injury/ill health/disability: other: work life more difficult (Merg),elsa
65387,rhpbe52m,Lt effect injury/ill health/disability: other: daily life more difficult (Merg),elsa
65388,rhpbe85m,Lt effects of injury/ill health/disability: other: answer not codeable (Merged),elsa
65389,rhpbe86m,Lt effects of injury/ill health/disability: other: irrelevant response (Merged),elsa
65390,rhsmk,Whether ever smoked cigarettes,elsa
65391,rhsmf,Year first smoked daily,elsa
65392,rhsma,Age band when first smoked daily,elsa
65393,rhska,Whether smoke cigarettes nowadays,elsa
65394,rhsml,Year last smoked a cigarette,elsa
65395,rhsmb,Age band when last smoked,elsa
65396,rhsms,If ever stopped smoking for 6 months or more,elsa
65397,rhsmx,Number of times stopped smoking,elsa
65398,rhsmy,Number of years smoked on most days,elsa
65399,rhsmt1,Type of smoker: smokes socially,elsa
65400,rhsmt2,Type of smoker: smokes certain times of the day as part of routine,elsa
65401,rhsmt3,Type of smoker: smokes for enjoyment,elsa
65402,rhsmt4,Type of smoker: smokes to help me relax,elsa
65403,rhsmt5,Type of smoker: smokes to cope with stress,elsa
65404,rhsmt6,Type of smoker: smokes for something to do when i am bored,elsa
65405,rhsmt7,Type of smoker: smokes because i crave it,elsa
65406,rhsmt8,Type of smoker: has at least one cigarette an hour,elsa
65407,rhsmt96,Type of smoker: none of these,elsa
65408,rhmen,Age at first menstrual period,elsa
65409,rhmeb,Ageband at first menstrual period,elsa
65410,rhhye,If had hysterectomy,elsa
65411,rhhyy,Year of hysterectomy,elsa
65412,rhove,If had operation to remove both ovaries,elsa
65413,rhovy,Year had operation to remove both ovaries,elsa
65414,rhpey,Year of last period,elsa
65415,rhpee,If had period in last 12 months,elsa
65416,rhper,Reason why not had period in last 12 months,elsa
65417,rhperc,Whether answer to RHPER was recoded post-interview from text answer,elsa
65418,rhhrt,Whether ever taken hrt,elsa
65419,rhhfy,Year first started hrt,elsa
65420,rhhps,Whether periods had stopped when first started hrt,elsa
65421,rhhpy,Gap between last period and start of hrt,elsa
65422,rhhno,Whether currently taking hrt,elsa
65423,rhhst,Year last took hrt,elsa
65424,roimp,Whether anything else happened in life that wants to mention (1st loop),elsa
65425,rooty,When other thing (first) happened in life (1st loop),elsa
65426,roimp2,Whether anything else happened in life that wants to mention (2nd loop),elsa
65427,rooty2,When other thing (first) happened in life (2nd loop),elsa
65428,roimp3,Whether anything else happened in life that wants to mention (3rd loop),elsa
65429,rooty3,When other thing (first) happened in life (3rd loop),elsa
65430,rosc,Whether completed self-completion before interview,elsa
65431,rsmlet,Mother (figure) let me do the things I liked doing,elsa
65432,rsmcold,Mother (figure) seemed emotionally cold to me,elsa
65433,rsmunder,Mother (figure) appeared to understand my problems and worries,elsa
65434,rsmdicde,Mother (figure) liked me to make my own decisions,elsa
65435,rsmnotwa,Mother (figure) made me feel I was not wanted,elsa
65436,rsmdepen,Mother (figure) tried to make me dependent on her,elsa
65437,rsmoverp,Mother (figure) was overprotective of me,elsa
65438,rsmnatur,Whether this person was their natural mother,elsa
65439,rsflet,Father (figure) let me do the things I liked doing,elsa
65440,rsfcold,Father (figure) seemed emotionally cold to me,elsa
65441,rsfunder,Father (figure) appeared to understand my problems and worries,elsa
65442,rsfdecid,Father (figure) liked me to make my own decisions,elsa
65443,rsfnotwa,Father (figure) made me feel I was not wanted,elsa
65444,rsfdepen,Father (figure) tried to make me dependent on him,elsa
65445,rsfoverp,Father (figure) was overprotective of me,elsa
65446,rsfnatur,Whether this person was their natural father,elsa
65447,rsdisas,"Ever experienced a major fire, flood, earthquake or other natural disaster",elsa
65448,rsdisasy,"Age FIRST experienced a major fire, flood, earthquake or other natural disaster",elsa
65449,rsill,Ever had a life-threatening illness or accident,elsa
65450,rsilly,Age when FIRST experiencied a life-threatening illness or accident,elsa
65451,rsattac,Ever been a victim of serious physical attack or assault,elsa
65452,rsattacy,Age when FIRST experienced being a victim of serious physical attack or assault,elsa
65453,rssexas,Ever been a victim of sexual assault (including rape or harassment),elsa
65454,rssexasy,Age when FIRST a victim of sexual assault (including rape or harassment),elsa
65455,rsunemp,Whether when aged <16 either parents unemp for over 6mths when wanted to work,elsa
65456,rsunempy,Age FIRST experienced either parents unemp for over 6mths when wanted to work,elsa
65457,rsargue,Whether when aged <16 parents argue or fight very often,elsa
65458,rsarguey,Age FIRST experienced parents arguing or fighting very often,elsa
65459,rsdrink,Whether when aged <16 parents drunk/took drugs/had mental health problems,elsa
65460,rsdrinky,Age FIRST experienced parents drinking/taking drugs/having mental health probs,elsa
65461,rsabuse,Whether when aged <16 was physically abused by your parents,elsa
65462,rsabusey,Age FIRST physically abused by your parents,elsa
65463,rsaddic,Ever had a husband/wife/partner/child who has been addicted to drugs or alcohol,elsa
65464,rsaddicy,Age FIRST experienced a husband/wife/partner/child addicted to drugs or alcohol,elsa
65465,rsfired,Ever fired a weapon in combat or been fired upon,elsa
65466,rsfiredy,Age FIRST fired a weapon in combat or been fired upon,elsa
65467,rswitwr,Ever witnessed the serious injury/death of someone in war or military action?,elsa
65468,rswitry,Age FIRST witnessed serious injury/death of someone in war or military action,elsa
65469,rswitkl,Witnessed accid/violent act when person was killed/seriously wounded (not war),elsa
65470,rswitkly,Age FIRST witnessed accident/violent act were someone killed/seriously wounded,elsa
65471,rsloswr,Ever lost a very close friend/relative in war or military service,elsa
65472,rsloswry,Age FIRST lost a very close friend/relative in war or military service,elsa
65473,rsriskf,Had v close friend/relative at risk of death/died due to illness/serious accid,elsa
65474,rsriskfy,Age FIRST experienced a very close friend/relative at risk of death/died,elsa
65475,rscare,Ever provided long-term care to disabled/impaired relative or friend,elsa
65476,rscarey,Age FIRST provided long-term care to disabled/impaired relative or friend,elsa
65477,rsfinan,Ever experienced severe financial hardship,elsa
65478,rsfinany,Age FIRST experienced severe financial hardship,elsa
65479,accur,INTERVIEWER: How accurate do you think the answers given by the respondent were?,elsa
65480,alone,WHETHER ANYONE HELPED ANSWER QUESTIONS (Admin.Alone),elsa
65481,rcrelch,(DV) Relationship to child (1st loop),elsa
65482,rcrelch2,(DV) Relationship to child (2nd loop),elsa
65483,rcrelch3,(DV) Relationship to child (3rd loop),elsa
65484,rcrelch4,(DV) Relationship to child (4th loop),elsa
65485,rcrelch5,(DV) Relationship to child (5th loop),elsa
65486,rcrelch6,(DV) Relationship to child (6th loop),elsa
65487,rcrelch7,(DV) Relationship to child (7th loop),elsa
65488,rcrelch8,(DV) Relationship to child (8th loop),elsa
65489,rcrelch9,(DV) Relationship to child (9th loop),elsa
65490,rcrelc10,(DV) Relationship to child (10th loop),elsa
65491,rcrelc11,(DV) Relationship to child (11th loop),elsa
65492,rcrelc12,(DV) Relationship to child (12th loop),elsa
65493,rcrelc13,(DV) Relationship to child (13th loop),elsa
65494,rcchsex,(DV) Child's sex (1st loop),elsa
65495,rcchsex2,(DV) Child's sex (2nd loop),elsa
65496,rcchsex3,(DV) Child's sex (3rd loop),elsa
65497,rcchsex4,(DV) Child's sex (4th loop),elsa
65498,rcchsex5,(DV) Child's sex (5th loop),elsa
65499,rcchsex6,(DV) Child's sex (6th loop),elsa
65500,rcchsex7,(DV) Child's sex (7th loop),elsa
65501,rcchsex8,(DV) Child's sex (8th loop),elsa
65502,rcchsex9,(DV) Child's sex (9th loop),elsa
65503,rcchsx10,(DV) Child's sex (10th loop),elsa
65504,rcchsx11,(DV) Child's sex (11th loop),elsa
65505,rcchsx12,(DV) Child's sex (12th loop),elsa
65506,rcchsx13,(DV) Child's sex (13th loop),elsa
65507,rcchdyr,(DV) Child's year of birth (1st loop),elsa
65508,rcchdyr2,(DV) Child's year of birth (2nd loop),elsa
65509,rcchdyr3,(DV) Child's year of birth (3rd loop),elsa
65510,rcchdyr4,(DV) Child's year of birth (4th loop),elsa
65511,rcchdyr5,(DV) Child's year of birth (5th loop),elsa
65512,rcchdyr6,(DV) Child's year of birth (6th loop),elsa
65513,rcchdyr7,(DV) Child's year of birth (7th loop),elsa
65514,rcchdyr8,(DV) Child's year of birth (8th loop),elsa
65515,rcchdyr9,(DV) Child's year of birth (9th loop),elsa
65516,rcchdy10,(DV) Child's year of birth (10th loop),elsa
65517,rcchdy11,(DV) Child's year of birth (11th loop),elsa
65518,rcchdy12,(DV) Child's year of birth (12th loop),elsa
65519,rcchdy13,(DV) Child's year of birth (13th loop),elsa
65520,rpmarst,(DV) Marital status (1st loop),elsa
65521,rpmarst2,(DV) Marital status (2nd loop),elsa
65522,rpmarst3,(DV) Marital status (3rd loop),elsa
65523,rpmarst4,(DV) Marital status (4th loop),elsa
65524,rpmarst5,(DV) Marital status (5th loop),elsa
65525,rpmarst6,(DV) Marital status (6th loop),elsa
65526,rpmarst7,(DV) Marital status (7th loop),elsa
65527,rpyrma,(DV) Year of marriage (1st loop),elsa
65528,rpyrma2,(DV) Year of marriage (2nd loop),elsa
65529,rpyrma3,(DV) Year of marriage (3rd loop),elsa
65530,rpyrma4,(DV) Year of marriage (4th loop),elsa
65531,rpyrma5,(DV) Year of marriage (5th loop),elsa
65532,rpyrma6,(DV) Year of marriage (6th loop),elsa
65533,rpyrma7,(DV) Year of marriage (7th loop),elsa
65534,RALoop10,DV: Which accommodation loop respondent was in when aged 10,elsa
65535,rastlyr,(DV) Year started living in residence (1st loop),elsa
65536,rastlyr2,(DV) Year started living in residence (2nd loop),elsa
65537,rastlyr3,(DV) Year started living in residence (3rd loop),elsa
65538,rastlyr4,(DV) Year started living in residence (4th loop),elsa
65539,rastlyr5,(DV) Year started living in residence (5th loop),elsa
65540,rastlyr6,(DV) Year started living in residence (6th loop),elsa
65541,rastlyr7,(DV) Year started living in residence (7th loop),elsa
65542,rastlyr8,(DV) Year started living in residence (8th loop),elsa
65543,rastlyr9,(DV) Year started living in residence (9th loop),elsa
65544,rastly10,(DV) Year started living in residence (10th loop),elsa
65545,rastly11,(DV) Year started living in residence (11th loop),elsa
65546,rastly12,(DV) Year started living in residence (12th loop),elsa
65547,rastly13,(DV) Year started living in residence (13th loop),elsa
65548,rastly14,(DV) Year started living in residence (14th loop),elsa
65549,rastly15,(DV) Year started living in residence (15th loop),elsa
65550,rastly16,(DV) Year started living in residence (16th loop),elsa
65551,rastly17,(DV) Year started living in residence (17th loop),elsa
65552,rastly18,(DV) Year started living in residence (18th loop),elsa
65553,rastly19,(DV) Year started living in residence (19th loop),elsa
65554,rastly20,(DV) Year started living in residence (20th loop),elsa
65555,rwagele,(DV) Age left full-time education,elsa
65556,rwjstyr,(DV) Year started job (1st loop),elsa
65557,rwjstyr2,(DV) Year started job (2nd loop),elsa
65558,rwjstyr3,(DV) Year started job (3rd loop),elsa
65559,rwjstyr4,(DV) Year started job (4th loop),elsa
65560,rwjstyr5,(DV) Year started job (5th loop),elsa
65561,rwjstyr6,(DV) Year started job (6th loop),elsa
65562,rwjstyr7,(DV) Year started job (7th loop),elsa
65563,rwjstyr8,(DV) Year started job (8th loop),elsa
65564,rwjstyr9,(DV) Year started job (9th loop),elsa
65565,rwjsty10,(DV) Year started job (10th loop),elsa
65566,rwjsty11,(DV) Year started job (11th loop),elsa
65567,rwjsty12,(DV) Year started job (12th loop),elsa
65568,rwjsty13,(DV) Year started job (13th loop),elsa
65569,rwjsty14,(DV) Year started job (14th loop),elsa
65570,rwjsty15,(DV) Year started job (15th loop),elsa
65571,rwjsty16,(DV) Year started job (16th loop),elsa
65572,rwjsty17,(DV) Year started job (17th loop),elsa
65573,rwjsty18,(DV) Year started job (18th loop),elsa
65574,rwjsty19,(DV) Year started job (19th loop),elsa
65575,rwjsty20,(DV) Year started job (20th loop),elsa
65576,mstat,mstat,elsa
65577,mid,mid,elsa
65578,homsam,Do you still have this mortgage mentioned at last interview?,elsa
65579,homext,Have you extended this mortgage since we last interviewed you?,elsa
65580,homexta,How much did you extend the mortgage by?,elsa
65581,homextl,Amount mortgage extended by - bracket min value (homexta),elsa
65582,homextu,Amount mortgage extended by - bracket max value (homexta),elsa
65583,homexte,Amount mortgage extended by - bracket entry point (homexta),elsa
65584,homextr,Amount mortgage extended by - bracket result (homexta),elsa
65585,homusehe,Reason for extending mortgage - home extension,elsa
65586,homusehi,Reason for extending mortgage - home improvements,elsa
65587,homusecp,Reason for extending mortgage - car purchase,elsa
65588,homuseoc,Reason for extending mortgage - other consumable good,elsa
65589,homuseot,Reason for extending mortgage - other reason,elsa
65590,homumhe,Reason for extending mortgage - home extension (merged var),elsa
65591,homumhi,Reason for extending mortgage - home improvements (merged var),elsa
65592,homumcp,Reason for extending mortgage - car purchase (merged var),elsa
65593,homumoc,Reason for extending mortgage - other consumable good (merged var),elsa
65594,homum85,Reason for extending mortgage - other reason not codeable 1-4 (merged var),elsa
65595,homum86,Reason for extending mortgage - irrelevant response (merged var),elsa
65596,homrea,Main reason for extending mortgage,elsa
65597,homty,What type of mortgage or loan is this?,elsa
65598,hormo,Does this mortgage or loan include any remortgage?,elsa
65599,homfv,Is this mortgage or loan currently fixed or variable rate?,elsa
65600,hovml,How much do you currently owe on this mortgage or loan?,elsa
65601,hovmll,Amount owed on mortgage - bracket min value (hovml),elsa
65602,hovmlu,Amount owed on mortgage - bracket max value (hovml),elsa
65603,hovmle,Amount owed on mortgage - bracket entry point (hovml),elsa
65604,hovmlr,Amount owed on mortgage - bracket result (hovml),elsa
65605,hove,What is the current value of your endowment?,elsa
65606,hovel,Value of endowment - bracket min value (hove),elsa
65607,hoveu,Value of endowment - bracket max value (hove),elsa
65608,hovee,Value of endowment - bracket entry point (hove),elsa
65609,hover,Value of endowment - bracket result (hove),elsa
65610,hoyml,How many years does this mortgage or loan have left to run?,elsa
65611,homnushe,What new mortgage was used for - home extensions,elsa
65612,homnushi,What new mortgage was used for - home improvements,elsa
65613,homnuscp,What new mortgage was used for - car purchase,elsa
65614,homnusoc,What new mortgage was used for - other consumable goods,elsa
65615,homnus95,What new mortgage was used for - other,elsa
65616,homnus96,What new mortgage was used for - none of these,elsa
65617,homnumhe,What new mortgage was used for - home extensions (merged var),elsa
65618,homnumhi,What new mortgage was used for - home improvements (merged var),elsa
65619,homnumcp,What new mortgage was used for - car purchase (merged var),elsa
65620,homnumoc,What new mortgage was used for - other consumable goods (merged var),elsa
65621,homnum85,What new mortgage was used for - other not codeable 1-4 (merged var),elsa
65622,homnum86,What new mortgage was used for - irrelevant response (merged var),elsa
65623,homnum96,What new mortgage was used for - none of these (merged var),elsa
65624,homnrea,Main use of new mortgage,elsa
65625,homnewa,How much did you use for this purpose?,elsa
65626,homnewl,Amount used for this purpose - bracket min value (homnewa),elsa
65627,homnewu,Amount used for this purpose - bracket max value (homnewa),elsa
65628,homnewe,Amount used for this purpose - bracket entry point (homnewa),elsa
65629,homnewr,Amount used for this purpose - bracket result (homnewa),elsa
65630,totpenw_06,Value in 2006 of all pensions (if retire in 2006),elsa
65631,stpenw_06,Value in 2006 of total state pension (if retire in 2006),elsa
65632,bsp_06,Value in 2006 of Basic State Pension (if retire in 2006),elsa
65633,addpen_06,Value in 2006 of SERPS/S2P (if retire in 2006),elsa
65634,pripenw_06,Value in 2006 of all private pensions (if retire in 2006),elsa
65635,currentDC_06,Value in 2006 of current DC pensions (if retire in 2006),elsa
65636,currentDB_06,Value in 2006 of current DB pensions (if retire in 2006),elsa
65637,retainedDC_06,Value in 2006 of retained DC pensions (if retire in 2006),elsa
65638,retainedDB_06,Value in 2006 of retained DB pensions (if retire in 2006),elsa
65639,inreceipt_06,Value in 2006 of pensions in receipt (if retire in 2006) FDV version,elsa
65640,widpen_06,Value in 2006 of 'widow' pension (if retire in 2006),elsa
65641,totpenw_spa,Value in 2006 of all pensions (if retire at SPA),elsa
65642,stpenw_spa,Value in 2006 of total state pension (if retire at SPA),elsa
65643,bsp_spa,Value in 2006 of Basic State Pension (if retire at SPA),elsa
65644,addpen_spa,Value in 2006 of SERPS/S2P (if retire at SPA),elsa
65645,pripenw_spa,Value in 2006 of all private pensions (if retire at SPA),elsa
65646,currentDC_spa,Value in 2006 of current DC pensions (if retire at SPA),elsa
65647,currentDB_spa,Value in 2006 of current DB pensions (if retire at SPA),elsa
65648,retainedDC_spa,Value in 2006 of retained DC pensions (if retire at SPA),elsa
65649,retainedDB_spa,Value in 2006 of retained DB pensions (if retire at SPA),elsa
65650,inreceipt_spa,Value in 2006 of pensions already in receipt (if retire at SPA) FDV version,elsa
65651,widpen_spa,Value in 2006 of 'widow' pension (if retire at SPA),elsa
65652,penid,cross-wave pension identifier,elsa
65653,pensno,pension number (pensno),elsa
65654,wppenn,pension number (qpension.wppenn),elsa
65655,wpffpent,feed-forward: pension type,elsa
65656,wpffdcdb,feed-forward: employer scheme type,elsa
65657,wpffcurp,feed-forward: current or past pension,elsa
65658,wpffrecp,feed-forward: receiving or not receiving pension income,elsa
65659,wpffybs,feed-forward: number of years in scheme,elsa
65660,wpffcons,feed-forward: consent to contact employer for pension information,elsa
65661,wppent,What type of pension is this?,elsa
65662,wpnewp,Is this a new pension?,elsa
65663,wpprev,Does respondent remember  1st pension fed forward from last interview?,elsa
65664,wpcurr,You [or employer] curr contrib (or cld contrib) to this scheme,elsa
65665,wplftpch,Why no longer a member of this pension scheme: changed employer,elsa
65666,wplftpof,Why no longer a member of this pension scheme: no longer offered,elsa
65667,wplftpel,Why no longer a member of this pension scheme: no longer eligible,elsa
65668,wplftpaf,Why no longer a member of this pension scheme: couldnt afford it,elsa
65669,wplftprt,Why no longer a member of this pension scheme: retired,elsa
65670,wplftpre,Why no longer a member of this pension scheme: receiving pension,elsa
65671,wplftp95,Why no longer a member of this pension scheme: other reason,elsa
65672,wprec,Are you [still] receiving a pension from this scheme?,elsa
65673,wprghx,What done if not receiving pension,elsa
65674,wpcurp,Derived: is pension a current or a past scheme?,elsa
65675,wpsrul,Have any of the pension scheme rules changed since last interview?,elsa
65676,wpdps,Is your pension defined contribution (DC) or defined benefit (DB)?,elsa
65677,wpdcdb,Derived: DC or DB pension,elsa
65678,wpcos,Is the pension scheme contracted out?,elsa
65679,wpnra,Is there a Normal Retirement Age or normal period of service?,elsa
65680,wpbtha,What is the Normal Retirement Age?,elsa
65681,wpbthp,What is the period of service after which members can retire?,elsa
65682,wpera,Does the scheme have an early retirement age?,elsa
65683,wpyaer,Youngest age that could take early retirement from scheme,elsa
65684,wpdesp,Measure of salary used to calculate pension benefits,elsa
65685,wpfsap,What fraction added to final pension for each year of service?,elsa
65686,wpplp,Will pension go up faster than prices after retirement?,elsa
65687,wpplph,Will this be…,elsa
65688,wplump,Size of lump sum expected on retirement,elsa
65689,wpluml,Size of lump sum expected - bracket min value (wplump),elsa
65690,wplumu,Size of lump sum expected - bracket max value (wplump),elsa
65691,wplume,Size of lump sum expected - bracket entry point (wplump),elsa
65692,wplumr,Size of lump sum expected - bracket result (wplump),elsa
65693,wpptp,Expected value of pension when retire: % of salary or annual amt?,elsa
65694,wppsal,Expected income from pension: percentage of salary,elsa
65695,wpasal,Expected income from pension: annual income,elsa
65696,wpasl,Annual income expected from pension - bracket min value (wpasal),elsa
65697,wpasu,Annual income expected from pension - bracket max value (wpasal),elsa
65698,wpase,Annual income expected from pension - bracket entry point (wpasal),elsa
65699,wpasr,Annual income expected from pension - bracket result (wpasal),elsa
65700,wpybs,How many years have you belonged to this pension scheme?,elsa
65701,wperc,Does employer require you to make a contribution to this scheme?,elsa
65702,wpmc,What is min contribution you have to make: % salary or £ amount,elsa
65703,wpmca,Minimum contribution to pension: amount,elsa
65704,wpperc,Minimum contribution to pension: period covered,elsa
65705,wpmfrc,Minimum contribution to pension: % of salary,elsa
65706,wpacon,Do you make additional contributions to your pension through…,elsa
65707,wpacoa,How much contribute in [additional conts above the minimum/AVCs]?,elsa
65708,wpacob,[Additional cont above the minimum/value of AVCs]: amount,elsa
65709,wpacoc,[Additional cont above the minimum/value of AVCs]: period covered,elsa
65710,wpfras,[Additional cont above the minimum/value of AVCs]: % salary,elsa
65711,wpcony,How much contributed in the last month through irreg conts?,elsa
65712,wppcon,"Not including any NICs, do you contribute to your pension…",elsa
65713,wpycat,How much do you regularly contribute: amount or % salary?,elsa
65714,wpyca,Regular contribution to pension: amount,elsa
65715,wpmcaf,Regular contribution to pension: period covered,elsa
65716,wpyfrac,Regular contribution to pension: % salary,elsa
65717,wplcoy,When did you last make a contribution? Year,elsa
65718,wplcom,When did you last make a contribution? Month,elsa
65719,wpnirr,How many times in the last year did you contribute to pension?,elsa
65720,wpmcon,How much contrib [on that occasion/in the last year]: amt or % sal,elsa
65721,wpac,Amount contributed,elsa
65722,wpfsc,Percentage of salary contributed,elsa
65723,wprcmo,Why stopped contributing: moved job & joined empl scheme,elsa
65724,wprcre,Why stopped contributing: rejoined employer scheme,elsa
65725,wprcst,Why stopped contributing: rejoined SERPS,elsa
65726,wprcri,Why stopped contributing: worried about risks,elsa
65727,wprcpu,Why stopped contributing: worried about publicity re. pers pens,elsa
65728,wprc95,Why stopped contributing: other reason,elsa
65729,wprcmmo,Why stopped contributing (merged var): moved & joined empl scheme,elsa
65730,wprcmre,Why stopped contributing (merged var): rejoined empl scheme,elsa
65731,wprcmst,Why stopped contributing (merged var): rejoined SERPS,elsa
65732,wprcmri,Why stopped contributing (merged var): worried about risks,elsa
65733,wprcmpu,Why stopped contributing (merged var): worried about publicity,elsa
65734,wprcmoh,Why stopped contributing (merged var): own illness or disability,elsa
65735,wprcmun,Why stopped contributing (merged var): stopped working/unemployed,elsa
65736,wprcmaf,Why stopped contributing (merged var): couldnt afford it,elsa
65737,wprcmnk,Why stopped contributing (merged var): new job & d/k if joined sch,elsa
65738,wprcm85,Why stopped contributing (merged var): other answer,elsa
65739,wprcm86,Why stopped contributing (merged var): irrelevant response,elsa
65740,wpecpp,"If contributes irreg, how much was last cont: amount or % salary",elsa
65741,wpaecp,Last employer contribution: amount,elsa
65742,wpeper,Last employer contribution: period covered,elsa
65743,wpfsec,Last employer contribution: % salary,elsa
65744,wpmec,"If conts reg, how much was last cont: amount, % salary, % cont",elsa
65745,wpamec,Last employer contribution: amount,elsa
65746,wpfscp,Last employer contribution: period covered,elsa
65747,wpfsco,Last employer contribution: % salary or % contribution,elsa
65748,wpfsav,Do you make any Free Standing Additional Voluntary Contributions?,elsa
65749,wppfvl,Value of accumulated FSAVCs - bracket min value (wppfval),elsa
65750,wppfvu,Value of accumulated FSAVCs - bracket max value (wppfval),elsa
65751,wppfve,Value of accumulated FSAVCs - bracket entry point (wppfval),elsa
65752,wppfvr,Value of accumulated FSAVCs - bracket result (wppfval),elsa
65753,wpptop,Expected value of pension when you retire: total or annual amount,elsa
65754,wppenb,Expected value of pension when retire: amount,elsa
65755,wppetl,Expect value of pension: total amount - bracket min value (wppenb),elsa
65756,wppetu,Expect value of pension: total amount - bracket max value (wppenb),elsa
65757,wppete,Expect value of pension: total amount - bracket entry pnt (wppenb),elsa
65758,wppetr,Expect value of pension: total amount - bracket result (wppenb),elsa
65759,wppeal,Expect val of pension: annual amount - bracket min value (wppenb),elsa
65760,wppeau,Expect val of pension: annual amount - bracket max value (wppenb),elsa
65761,wppeae,Expect val of pension: annual amount - bracket entry pnt (wppenb),elsa
65762,wppear,Expect val of pension: annual amount - bracket result (wppenb),elsa
65763,wpcons,Whether respondent willing to give name and address of employer,elsa
65764,wpdpsp,Is your pension defined contribution (DC) or defined benefit (DB)?,elsa
65765,wpercp,Did employer require you to make a contribution to this pension?,elsa
65766,wpds,In what year did you join this scheme?,elsa
65767,wpde,In what year did you leave this scheme?,elsa
65768,wpinf,Is this income you receive from this pension index-linked?,elsa
65769,wppay,How much was the last payment received from this pension: period,elsa
65770,wppyr,How much was the last payment received from this pension: amount,elsa
65771,wppywl,Wkly amount received from pension - bracket min value (wppyr),elsa
65772,wppywu,Wkly amount received from pension - bracket max value (wppyr),elsa
65773,wppywe,Wkly amount received from pension - bracket entry point (wppyr),elsa
65774,wppywr,Wkly amount received from pension - bracket result (wppyr),elsa
65775,wppyfl,Fnightly amount received from pension - bracket min value (wppyr),elsa
65776,wppyfu,Fnightly amount received from pension - bracket max value (wppyr),elsa
65777,wppyfe,Fnghtly amount received from pension - bracket entry point (wppyr),elsa
65778,wppyfr,Fnightly amount received from pension - bracket result (wppyr),elsa
65779,wppyml,Mnthly amount received from pension - bracket min value (wppyr),elsa
65780,wppymu,Mnthly amount received from pension - bracket max value (wppyr),elsa
65781,wppyme,Mnthly amount received from pension - bracket entry point (wppyr),elsa
65782,wppymr,Mnthly amount received from pension - bracket result (wppyr),elsa
65783,wppyyl,Annual amount received from pension - bracket min value (wppyr),elsa
65784,wppyyu,Annual amount received from pension - bracket max value (wppyr),elsa
65785,wppyye,Annual amount received from pension - bracket entry point (wppyr),elsa
65786,wppyyr,Annual amount received from pension - bracket result (wppyr),elsa
65787,wppyol,Oth pd amount received from pension - bracket min value (wppyr),elsa
65788,wppyou,Oth pd amount received from pension - bracket max value (wppyr),elsa
65789,wppyoe,Oth pd amount received from pension - bracket entry point (wppyr),elsa
65790,wppyor,Oth pd amount received from pension - bracket result (wppyr),elsa
65791,wptax,Is pension income reported before or after tax?,elsa
65792,wpnew,Is this pension paid to you by your current employer?,elsa
65793,wplups,Have you received a lump sum from this pension scheme?,elsa
65794,wplupa,Value of lump sum received,elsa
65795,wplual,Value of lump sum received - bracket min value (wplumpa),elsa
65796,wpluau,Value of lump sum received - bracket max value (wplumpa),elsa
65797,wpluae,Value of lump sum received - bracket entry point (wplumpa),elsa
65798,wpluar,Value of lump sum received - bracket result (wplumpa),elsa
65799,wptakp,Have you taken your pension as…,elsa
